Date,Tweet
Fri May 04 10:37:48 +0000 2018,"Andy McCarthy will be on  @LouDobbs tonight. 7:00 P.M. \, @FoxBusiness."
Fri May 04 10:28:58 +0000 2018,"Because Jobs in the U.S. are doing so well\, Americans receiving unemployment aid is the lowest since 1973. Great!"
Fri May 04 10:22:31 +0000 2018,"Our Southern Border is under siege. Congress must act now to change our weak and ineffective immigration laws. Must build a Wall. Mexico\, which has a massive crime problem\, is doing little to help!"
Thu May 03 18:20:41 +0000 2018,#NationalDayOfPrayer https://t.co/nFUc3uyQL8
Thu May 03 16:49:29 +0000 2018,"This spring marks 4yrs since the Phoenix VA crisis. We won't forget what happened to our GREAT VETS. Choice is vital\, but the program needs work &amp; is running out of $. Congress must fix Choice Program by Memorial Day so VETS can get the care they deserve. I will sign immediately!"
Thu May 03 16:27:05 +0000 2018,"Today\, it was my great honor to celebrate the #NationalDayOfPrayer at the @WhiteHouse\, in the Rose Garden! Proclamation: https://t.co/4jAxJnBJoq https://t.co/AsWTfpu290"
Thu May 03 11:00:14 +0000 2018,"...despite already having signed a detailed letter admitting that there was no affair. Prior to its violation by Ms. Clifford and her attorney\, this was a private agreement. Money from the campaign\, or campaign contributions\, played no roll in this transaction."
Thu May 03 10:54:38 +0000 2018,"...very common among celebrities and people of wealth. In this case it is in full force and effect and will be used in Arbitration for damages against Ms. Clifford (Daniels). The agreement was used to stop the false and extortionist accusations made by her about an affair\,......"
Thu May 03 10:46:09 +0000 2018,"Mr. Cohen\, an attorney\, received a monthly retainer\, not from the campaign and having nothing to do with the campaign\, from which he entered into\, through reimbursement\, a private contract between two parties\, known as a non-disclosure agreement\, or NDA. These agreements are....."
Thu May 03 03:45:24 +0000 2018,Our great financial team is in China trying to negotiate a level playing field on trade! I look forward to being with President Xi in the not too distant future. We will always have a good (great) relationship!
Thu May 03 03:37:02 +0000 2018,"Ainsley Earnhardt\, a truly great person\, just wrote a wonderful book\, “The Light Within Me\,” which is doing really well. She is very special and so is her new book...bring it to number one!"
Thu May 03 00:53:30 +0000 2018,"As everybody is aware\, the past Administration has long been asking for three hostages to be released from a North Korean Labor camp\, but to no avail. Stay tuned!"
Wed May 02 22:40:23 +0000 2018,"“This isn’t some game. You are screwing with the work of the president of the United States.”  John Dowd\, March 2018.  With North Korea\, China\, the Middle East and so much more\, there is not much time to be thinking about this\, especially since there was no Russian “Collusion.”"
Wed May 02 20:27:47 +0000 2018,"I have been briefed on the U.S. C-130 “Hercules” cargo plane from the Puerto Rico National Guard that crashed near Savannah Hilton Head International Airport. Please join me in thoughts and prayers for the victims\, their families and the great men and women of the National Guard."
Wed May 02 18:16:56 +0000 2018,Congratulations @SecPompeo! https://t.co/ECrMGkXMQF
Wed May 02 14:45:54 +0000 2018,A Rigged System - They don’t want to turn over Documents to Congress. What are they afraid of? Why so much redacting? Why such unequal “justice?” At some point I will have no choice but to use the powers granted to the Presidency and get involved!
Wed May 02 13:33:41 +0000 2018,NEW BOOK - A MUST READ! “The Russia Hoax - The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump” by the brilliant Fox News Legal Analyst Gregg Jarrett. A sad chapter for law enforcement. A rigged system!
Wed May 02 13:23:17 +0000 2018,"“The questions are an intrusion into the President’s Article 2  powers under the Constitution to fire any Executive Branch Employee...what the President was thinking is an outrageous.....as to the President’s unfettered power to fire anyone...” Joe Digenova\, former US Attorney"
Wed May 02 11:45:08 +0000 2018,"There was no Collusion (it is a Hoax) and there is no Obstruction of Justice (that is a setup &amp; trap). What there is is Negotiations going on with North Korea over Nuclear War\, Negotiations going on with China over Trade Deficits\, Negotiations on NAFTA\, and much more. Witch Hunt!"
Tue May 01 19:42:58 +0000 2018,"Today\, it was my great honor to thank and welcome heroic crew members and passengers of Southwest Airlines Flight 1380 at the @WhiteHouse! https://t.co/fYYgWToddi"
Tue May 01 18:14:11 +0000 2018,Congratulations @ArmyWP_Football! https://t.co/rmaLoZMWtK
Tue May 01 16:57:13 +0000 2018,"Today I had the great honor of awarding the Commander-in-Chief’s Trophy\, for the first time in 21 years\, to the @ArmyWP_Football Black Knights at the @WhiteHouse. Congratulations!https://t.co/KRQXR3xEES"
Tue May 01 15:23:44 +0000 2018,"Yesterday\, it was my great honor to welcome President @MBuhari of the Federal Republic of Nigeria to the @WhiteHouse!🇺🇸🇳🇬 https://t.co/ApOC3CUSjV"
Tue May 01 11:34:13 +0000 2018,It would seem very hard to obstruct justice for a crime that never happened! Witch Hunt!
Tue May 01 11:00:00 +0000 2018,"Delegation heading to China to begin talks on the Massive Trade Deficit that has been created with our Country. Very much like North Korea\, this should have been fixed years ago\, not now. Same with other countries and NAFTA...but it will all get done. Great Potential for USA!"
Tue May 01 10:47:30 +0000 2018,"So disgraceful that the questions concerning the Russian Witch Hunt were “leaked” to the media. No questions on Collusion. Oh\, I see...you have a made up\, phony crime\, Collusion\, that never existed\, and an investigation begun with illegally leaked classified information. Nice!"
Mon Apr 30 23:02:13 +0000 2018,"The White House is running very smoothly despite phony Witch Hunts etc. There is great Energy and unending Stamina\, both necessary to get things done. We are accomplishing the unthinkable and setting positive records while doing so! Fake News is going “bonkers!”"
Mon Apr 30 22:49:55 +0000 2018,"The Fake News is going crazy making up false stories and using only unnamed sources (who don’t exist). They are totally unhinged\, and the great success of this Administration is making them do and say things that even they can’t believe they are saying. Truly bad people!"
Mon Apr 30 22:39:34 +0000 2018,"During Small Business Week\, we celebrate the great\, hard-working entrepreneurs across our country who have started and operate a small business!"
Mon Apr 30 22:38:35 +0000 2018,The migrant ‘caravan’ that is openly defying our border shows how weak &amp; ineffective U.S. immigration laws are. Yet Democrats like Jon Tester continue to support the open borders agenda – Tester even voted to protect Sanctuary Cities. We need lawmakers who will put America First.
Mon Apr 30 18:54:28 +0000 2018,I recently had a terrific meeting with a bipartisan group of freshman lawmakers who feel very strongly in favor of Congressional term limits. I gave them my full support and endorsement for their efforts. #DrainTheSwamp
Mon Apr 30 12:19:33 +0000 2018,"Numerous countries are being considered for the MEETING\, but would Peace House/Freedom House\, on the Border of North &amp; South Korea\, be a more Representative\, Important and Lasting site than a third party country? Just asking!"
Mon Apr 30 12:10:58 +0000 2018,The White House Correspondents’ Dinner is DEAD as we know it. This was a total disaster and an embarrassment to our great Country and all that it stands for. FAKE NEWS is alive and well and beautifully represented on Saturday night!
Mon Apr 30 02:59:23 +0000 2018,"Headline: “Kim Prepared to Cede Nuclear Weapons if U.S. Pledges Not to Invade” - from the Failing New York Times. Also\, will shut down Nuclear Test Site in May."
Mon Apr 30 02:38:00 +0000 2018,"The White House Correspondents’ Dinner was a failure last year\, but this year was an embarrassment to everyone associated with it. The filthy “comedian” totally bombed (couldn’t even deliver her lines-much like the Seth Meyers weak performance). Put Dinner to rest\, or start over!"
Mon Apr 30 01:29:09 +0000 2018,"“Trump’s Triumphs are driving his critics Crazy!” Thank you Steve Hilton @NextRevFNC\, just want to do what is right for our wonderful U.S.A."
Sun Apr 29 11:54:02 +0000 2018,"Just got recent Poll - much higher than President O at same time....Well\, much more has been accomplished!"
Sun Apr 29 11:45:40 +0000 2018,"While Washington\, Michigan\, was a big success\, Washington\, D.C.\, just didn’t work. Everyone is talking about the fact that the White House Correspondents Dinner was a very big\, boring bust...the so-called comedian really “bombed.” @greggutfeld should host next year! @PeteHegseth"
Sun Apr 29 11:21:32 +0000 2018,"Great evening last night in Washington\, Michigan. The enthusiasm\, knowledge and love in that room was unreal. To the many thousands of people who couldn’t get in\, I cherish you....and will be back!"
Sat Apr 28 22:45:49 +0000 2018,"Join me LIVE in Washington\, Michigan at 7:00pmE on @FoxNews! #MAGA"
Sat Apr 28 19:11:51 +0000 2018,"Secret Service has just informed me that Senator Jon Tester’s statements on Admiral Jackson are not true. There were no such findings. A horrible thing that we in D.C. must live with\, just like phony Russian Collusion. Tester should lose race in Montana. Very dishonest and sick!"
Sat Apr 28 13:54:16 +0000 2018,"Look forward to being in the Great State of Michigan tonight. Major business expansion and jobs pouring into your State. Auto companies expanding at record pace. Big crowd tonight\, will be live on T.V."
Sat Apr 28 13:45:20 +0000 2018,"Just had a long and very good talk with President Moon of South Korea. Things are going very well\, time and location of meeting with North Korea is being set. Also spoke to Prime Minister Abe of Japan to inform him of the ongoing negotiations."
Sat Apr 28 12:58:18 +0000 2018,“Clapper lied about (fraudulent) Dossier leaks to CNN” @foxandfriends FoxNews  He is a lying machine who now works for Fake News CNN.
Sat Apr 28 12:15:49 +0000 2018,"....great people of Montana will not stand for this kind of slander when talking of a great human being. Admiral Jackson is the kind of man that those in Montana would most respect and admire\, and now\, for no reason whatsoever\, his reputation has been shattered. Not fair\, Tester!"
